InvoiceHeader__InvoiceNumber,InvoiceHeader__AccountName,InvoiceHeader__AccountStreet,InvoiceHeader__AccountCity,InvoiceHeader__AccountZIP,InvoiceHeader__AccountCountry,InvoiceHeader__BillingAccountNumber,InvoiceHeader__BillingAccountName,InvoiceHeader__BillingAccountStreet,InvoiceHeader__BillingAccountCity,InvoiceHeader__BillingAccountZIP,InvoiceHeader__BillingAccountCountry,InvoiceHeader__IssueDate,InvoiceHeader__DueDate,InvoiceHeader__DeliveryDate,InvoiceHeader__Currency,InvoiceHeader__TotalNetAmount,InvoiceHeader__TotalVAT,InvoiceHeader__TotalAmount,InvoiceHeader__Taxes__TaxItem__TaxRate,InvoiceHeader__Taxes__TaxItem__TaxBase,InvoiceHeader__Taxes__TaxItem__TaxAmount,Subscribers__Subscriber__MSISDN,Subscribers__Subscriber__SubscriberTotalNETAmount,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__Site,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__FeeType,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__FeeName,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__PeriodStart,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__PeriodEnd,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__FeeUOM,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__FeeNetAmount,Subscribers__Subscriber__InvoiceLines__FeeLines__Fee__VAT,Subscribers__Subscriber__InvoiceLines__UsageLines,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__Site,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__UsageItemName,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__Amount,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__Volume,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__UsageUOM,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__UsageItemNetAmount,Subscribers__Subscriber__InvoiceLines__UsageLines__Usage__VAT
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy poskytovateľa | 777,2.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),1.0,10403840.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy partnerov poskytovateľa | 2200,3.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918845123,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,1.0,15.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918844362,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),32.0,642176000.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918844362,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do siete O2,2.0,51.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918844362,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,3.0,287.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918844362,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),1.0,1881088.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918844362,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,5.0,421.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918844362,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,1.0,1.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908834799,20.89,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 100GB,2024-11-01,2024-11-30,Money,20.7,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,93.0,7877.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908834799,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),32.0,23358156800.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908834799,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,1.0,1.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908834799,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do zahraničia,2.0,2.0,occurrence,0.16,20%
,,,,,,,,,,,,,,,,,,,,,,421908834799,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,25.0,3837.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908834799,,,,,,,,,,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,8.0,318.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908834799,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do zahraničia,3.0,3.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421908834799,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,4.0,711.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,10.13,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Volania do siete O2,1.0,156.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,103.0,26837.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,14.0,14.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS v roamingu,3.0,3.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,Mesto Trnava | Parkovné | Jednorazová platba | 2200,1.0,6000.0,Money,0.6,0%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,3.0,3.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,BPS PARK a.s. | Parkovné Bratislava | Jednorazová platba | 2200,1.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),2.0,24646656.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,14973292544.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,120.0,24598.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu prijaté,3.0,310.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu,1.0,19.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,3.0,733.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,3.0,1658.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948171550,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy partnerov poskytovateľa | 2200,1.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918348577,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,39.0,2139.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918348577,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do siete O2,1.0,70.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918348577,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),2.0,2048.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421918348577,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,1.0,175.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948050889,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,6.0,6.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948050889,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,1.0,76.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948050889,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),23.0,103172096.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948050889,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,16.0,2162.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948050889,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,11.0,1037.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948050889,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,1.0,1.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948050889,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,40.0,3434.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948050889,,,,,,,,,,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,1.0,101.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948050889,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do zahraničia,1.0,1.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905143198,4.5392,NOVEM IT s.r.o.,recurring_arrears,e-Net fér 6GB,2024-11-01,2024-11-30,Money,4.3,20%,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,37.0,1996.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905143198,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),26.0,5432682496.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905143198,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,7.0,251.0,Second,0.2092,20%
,,,,,,,,,,,,,,,,,,,,,,421948099987,9.53,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,15.0,15.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948099987,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,50.0,5104.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948099987,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu prijaté,18.0,1136.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948099987,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),1.0,418816.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948099987,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,5.0,5.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948099987,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,17.0,1704.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948099987,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu,9.0,476.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948099987,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),8.0,2223677440.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948099987,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,13.0,931.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948099987,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,1.0,48.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905106453,9.53,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Volania na čísla so špec. sadzbou,2.0,651.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905106453,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,6.0,6.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905106453,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu prijaté,6.0,204.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905106453,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,7.0,7.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905106453,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),31.0,1391697920.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905106453,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,50.0,5304.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905106453,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,7.0,535.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905106453,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,4.0,155.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421905106453,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,190.0,13222.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421915205351,17.03,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,90.0,15264.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421915205351,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,102.0,4327.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421915205351,,,,,,,,,,,NOVEM IT s.r.o.,"BAUER MEDIA Slovakia, k.s. | SMS SÚŤAŽ EXPRES7779 | Jednorazová platba | 7779",8.0,80000.0,Money,8.0,20%
,,,,,,,,,,,,,,,,,,,,,,421915205351,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy poskytovateľa | 7779,8.0,4000.0,Money,0.4,20%
,,,,,,,,,,,,,,,,,,,,,,421915205351,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,4821507072.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421915205351,,,,,,,,,,,NOVEM IT s.r.o.,Info SMS | Info SMS | Jednorazová platba | 7779,4.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421915205351,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,14.0,7031.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911400852,10.737799999999998,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,5.0,179.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911400852,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,"BAUER MEDIA Slovakia, k.s. | SMS SÚŤAŽ EXPRES7779 | Jednorazová platba | 7779",2.0,20000.0,Money,2.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911400852,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,2747730944.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911400852,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,58.0,2339.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911400852,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy poskytovateľa | 7779,2.0,1000.0,Money,0.1,20%
,,,,,,,,,,,,,,,,,,,,,,421911400852,,,,,,,,,,,NOVEM IT s.r.o.,Info SMS | Info SMS | Jednorazová platba | 7779,4.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911400852,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,9.0,872.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911400852,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,23.0,6591.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421911400852,,,,,,,,,,,NOVEM IT s.r.o.,Volania na čísla so špec. sadzbou,1.0,2.0,Second,0.0078,20%
,,,,,,,,,,,,,,,,,,,,,,421948878888,10.33,NOVEM IT s.r.o.,recurring_arrears,e-Net 150 minut 20GB,2024-11-01,2024-11-30,Money,7.9,20%,,NOVEM IT s.r.o.,"Dopravný podnik Bratislava, a.s. | MHD lístok | Jednorazová platba | 1140",2.0,24000.0,Money,2.4,0%
,,,,,,,,,,,,,,,,,,,,,,421948878888,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,3.0,59.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948878888,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,1350808576.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948878888,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,28.0,1094.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948878888,,,,,,,,,,,NOVEM IT s.r.o.,Služby mobilnej zábavy poskytovateľa | 1140,2.0,0.0,Money,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948355803,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,8.0,169.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948355803,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,1.0,1.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948355803,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,2.0,2.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948355803,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,26.0,1423.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948355803,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),10.0,115436544.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948113180,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,4.0,240.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948113180,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,421903414941,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Volania na čísla so špec. sadzbou,1.0,650.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903414941,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,7.0,780.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903414941,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,3.0,102.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903414941,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,8.0,353.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421903414941,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,16.0,653.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948883388,3.03,NOVEM IT s.r.o.,recurring_arrears,"e-Net 150minút 0,5GB",2024-11-01,2024-11-30,Money,3.0,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),6.0,6839296.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948883388,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),1.0,473088.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,18.7068,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Odoslané SMS do ostatných sietí SR,1.0,1.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Odoslané SMS v roamingu,1.0,1.0,occurrence,0.25,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),24.0,598732800.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,4.0,226.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané MMS v roamingu,1.0,1.0,occurrence,0.25,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,,,,,,,,,,,NOVEM IT s.r.o.,Volania do zahraničia - Zóna 1,6.0,415.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,27.0,2597.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,8.0,590.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,,,,,,,,,,,NOVEM IT s.r.o.,Volania v roamingu prijaté,4.0,124.0,Second,0.8268,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,14.0,14.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v roamingu EÚ (MB),1.0,232448.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2 v rámci VPN,50.0,6106.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421944330964,,,,,,,,,,,NOVEM IT s.r.o.,Odoslané SMS v roamingu,35.0,35.0,occurrence,8.75,20%
,,,,,,,,,,,,,,,,,,,,,,421902046509,8.629999999999999,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 6GB,2024-11-01,2024-11-30,Money,8.6,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,20433920.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421902046509,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,421948338833,3.03,NOVEM IT s.r.o.,recurring_arrears,"e-Net 150minút 0,5GB",2024-11-01,2024-11-30,Money,3.0,20%,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),1.0,524288000.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948338833,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Volania do siete O2,1.0,61.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948338833,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),30.0,189304832.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948433101,10.13,NOVEM IT s.r.o.,recurring_arrears,e-Net nekonečno 20GB,2024-11-01,2024-11-30,Money,9.5,20%,,NOVEM IT s.r.o.,Mesto Podolínec | Parkovné | Jednorazová platba | 2200,1.0,6000.0,Money,0.6,0%
,,,,,,,,,,,,,,,,,,,,,,421948433101,,NOVEM IT s.r.o.,recurring_arrears,Mesačný poplatok VPN,2024-11-01,2024-11-30,Money,0.03,20%,,NOVEM IT s.r.o.,Odoslané SMS do siete O2,8.0,8.0,occurrence,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948433101,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,91.0,7955.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948433101,,,,,,,,,,,NOVEM IT s.r.o.,Prenesené dáta v SR (MB),19.0,2606790656.0,Byte,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948433101,,,,,,,,,,,NOVEM IT s.r.o.,Volania do siete O2,20.0,2676.0,Second,0.0,20%
,,,,,,,,,,,,,,,,,,,,,,421948433101,,,,,,,,,,,NOVEM IT s.r.o.,Volania do ostatných sietí SR,2.0,60.0,Second,0.0,20%
